node_id,node_name,mesh_ui,node_type
N4877,residence characteristics,D012111,Other
N4878,chloralose,D002698,Chemical
N4879,punctures,D011677,Technique
N4880,"radiography, interventional",D015641,Technique
N4881,amnion,D000650,Anatomy
N4882,chorionic villi,D002824,Anatomy
N4883,"erythroblastosis, fetal",D004899,Disease
N4884,"leukemia, b-cell",D015448,Disease
N4885,"lymphoma, b-cell",D016393,Disease
N4886,rhodanine,D012236,Chemical
N4887,"hospitals, district",D006767,Other
N4888,hemobilia,D006431,Disease
N4889,bile duct diseases,D001649,Disease
N4890,cross-linking reagents,D003432,Chemical
N4891,succinimides,D013388,Chemical
N4892,goats,D006041,Other
N4893,polydioxanone,D016687,Chemical
N4894,polyesters,D011091,Chemical
N4895,sleep deprivation,D012892,Disease
N4896,cyclandelate,D003495,Chemical
N4897,"therapy, computer-assisted",D013813,Technique
N4898,ventilator weaning,D015300,Technique
N4899,neuroeffector junction,D009451,Anatomy
N4900,neuropeptide y,D009478,Chemical
N4901,"lymphoma, t-cell, cutaneous",D016410,Disease
N4902,"histiocytosis, non-langerhans-cell",D015616,Disease
N4903,telencephalon,D013687,Anatomy
N4904,choline,D002794,Chemical
N4905,inositol phosphates,D007295,Chemical
N4906,breath tests,D001944,Technique
N4907,dye dilution technique,D004395,Technique
N4908,"fatty acids, omega-3",D015525,Chemical
N4909,neural crest,D009432,Anatomy
N4910,hepatic encephalopathy,D006501,Disease
N4911,radius,D011884,Anatomy
N4912,gonorrhea,D006069,Disease
N4913,meningococcal infections,D008589,Disease
N4914,nasopharynx,D009305,Anatomy
N4915,neisseria meningitidis,D009345,Other
N4916,"9,10-dimethyl-1,2-benzanthracene",D015127,Chemical
N4917,arsenic,D001151,Chemical
N4918,benzo(a)pyrene,D001564,Chemical
N4919,methylcholanthrene,D008748,Chemical
N4920,"transformation, genetic",D014170,Biological_Process
N4921,mastoiditis,D008417,Disease
N4922,"fat emulsions, intravenous",D005217,Chemical
N4923,meclofenamic acid,D008469,Chemical
N4924,foot diseases,D005534,Disease
N4925,persistent fetal circulation syndrome,D010547,Disease
N4926,omega-n-methylarginine,D019323,Chemical
N4927,organ transplantation,D016377,Technique
N4928,toxoplasmosis,D014123,Disease
N4929,laminectomy,D007796,Technique
N4930,"intubation, gastrointestinal",D007441,Technique
N4931,butylated hydroxytoluene,D002084,Chemical
N4932,hydroxycholesterols,D006888,Chemical
N4933,probucol,D011341,Chemical
N4934,vitamin e,D014810,Chemical
N4935,factor xa,D015951,Chemical
N4936,pertussis toxin,D037342,Chemical
N4937,"virulence factors, bordetella",D010566,Chemical
N4938,immunoglobulin j-chains,D007144,Chemical
N4939,"receptors, antigen, t-cell",D011948,Chemical
N4940,"receptors, fc",D011961,Chemical
N4941,t-lymphocyte subsets,D016176,Anatomy
N4942,up-regulation,D015854,Biological_Process
N4943,heparan sulfate,D006497,Chemical
N4944,spindle apparatus,D008941,Anatomy
N4945,odds ratio,D016017,Technique
N4946,dealkylation,D003640,Biological_Process
N4947,genetics,D005823,Other
N4948,ducks,D004372,Other
N4949,chelation therapy,D015913,Technique
N4950,ammonia,D000641,Chemical
N4951,serine endopeptidases,D012697,Chemical
N4952,subtilisins,D013381,Chemical
N4953,1-carboxyglutamic acid,D015055,Chemical
N4954,"administration, topical",D000287,Technique
N4955,tupaiidae,D014418,Other
N4956,health services needs and demand,D006301,Other
N4957,"hospitals, teaching",D006784,Other
N4958,phosphatidylserines,D010718,Chemical
N4959,leukapheresis,D007937,Technique
N4960,"peritoneal dialysis, continuous ambulatory",D010531,Technique
N4961,cervical rib syndrome,D002573,Disease
N4962,"ossification, heterotopic",D009999,Disease
N4963,ethiopia,D005002,Other
N4964,ophthalmodynamometry,D009884,Technique
N4965,"alkalosis, respiratory",D000472,Disease
N4966,netilmicin,D009428,Chemical
N4967,enterobacteriaceae infections,D004756,Disease
N4968,postpericardiotomy syndrome,D011185,Disease
N4969,aminopyridines,D000631,Chemical
N4970,ribosomes,D012270,Anatomy
N4971,adenoidectomy,D000233,Technique
N4972,tonsillectomy,D014068,Technique
N4973,activation analysis,D000201,Technique
N4974,"chromatography, thin layer",D002855,Technique
N4975,hydroxyapatites,D006882,Chemical
N4976,spectrum analysis,D013057,Technique
N4977,bone marrow examination,D001856,Technique
N4978,plicamycin,D008926,Chemical
N4979,chorea,D002819,Disease
N4980,huntington disease,D006816,Disease
N4981,"parkinson disease, secondary",D010302,Disease
N4982,vitamin b deficiency,D014804,Disease
N4983,typhoid fever,D014435,Disease
N4984,androgen-insensitivity syndrome,D013734,Disease
N4985,disorders of sex development,D012734,Disease
N4986,laparoscopy,D010535,Technique
N4987,ovarian diseases,D010049,Disease
N4988,polycystic ovary syndrome,D011085,Disease
N4989,"puberty, precocious",D011629,Disease
N4990,"genetic diseases, inborn",D030342,Disease
N4991,neuraminic acids,D009438,Chemical
N4992,werner syndrome,D014898,Disease
N4993,nialamide,D009526,Chemical
N4994,isocitrate dehydrogenase,D007521,Chemical
N4995,"mitochondria, liver",D008930,Anatomy
N4996,abdominal muscles,D000009,Anatomy
N4997,abdominal injuries,D000007,Disease
N4998,cerium isotopes,D002564,Chemical
N4999,scandium,D012538,Chemical
N5000,strontium radioisotopes,D013326,Chemical
N5001,transducers,D014159,Technique
N5002,chymopapain,D002917,Chemical
N5003,"urinary bladder, neurogenic",D001750,Disease
N5004,subtraction technique,D013382,Technique
N5005,constipation,D003248,Disease
N5006,"dermatitis, toxicodendron",D011040,Disease
N5007,"desensitization, immunologic",D003888,Technique
N5008,"diarrhea, infantile",D003968,Disease
N5009,"rhinitis, allergic, seasonal",D006255,Disease
N5010,indicator dilution techniques,D007201,Technique
N5011,"liver abscess, amebic",D008101,Disease
N5012,radioisotope dilution technique,D011865,Technique
N5013,thermometers,D013821,Technique
N5014,infertility,D007246,Disease
N5015,"pregnancy, ectopic",D011271,Disease
N5016,"sterilization, reproductive",D013245,Technique
N5017,iridium,D007495,Chemical
N5018,xiphoid bone,D014989,Anatomy
N5019,sterilization,D013242,Other
N5020,tissue donors,D014019,Other
N5021,physiognomy,D010826,Technique
N5022,fluorocarbon polymers,D005465,Chemical
N5023,sonication,D013010,Technique
N5024,pierre robin syndrome,D010855,Disease
N5025,sulfanilamides,D013424,Chemical
N5026,transketolase,D014174,Chemical
N5027,polypropylenes,D011126,Chemical
N5028,titanium,D014025,Chemical
N5029,texas,D013781,Other
N5030,ballistocardiography,D001450,Technique
N5031,chondroitin,D002807,Chemical
N5032,hyaluronic acid,D006820,Chemical
N5033,arylsulfatases,D001192,Chemical
N5034,carbohydrate epimerases,D002238,Chemical
N5035,hyaluronoglucosaminidase,D006821,Chemical
N5036,uridine diphosphate glucose,D014532,Chemical
N5037,uridine diphosphate glucose dehydrogenase,D014533,Chemical
N5038,cleft lip,D002971,Disease
N5039,nervous system malformations,D009421,Disease
N5040,mass spectrometry,D013058,Technique
N5041,hemosiderosis,D006486,Disease
N5042,lipidoses,D008064,Disease
N5043,accident prevention,D000056,Other
N5044,"burns, electric",D002058,Disease
N5045,"genital diseases, female",D005831,Disease
N5046,pelvic inflammatory disease,D000292,Disease
N5047,peritoneal diseases,D010532,Disease
N5048,"tuberculosis, female genital",D014384,Disease
N5049,thalidomide,D013792,Chemical
N5050,chyle,D002913,Anatomy
N5051,disposable equipment,D004209,Technique
N5052,oxygenators,D010106,Technique
N5053,rehabilitation,D012046,Technique
N5054,cardanolides,D002297,Chemical
N5055,alberta,D000416,Other
N5056,indocyanine green,D007208,Chemical
N5057,diaphragm,D003964,Anatomy
N5058,fibrin foam,D005339,Chemical
N5059,portography,D011172,Technique
N5060,splenic infarction,D013159,Disease
N5061,dwarfism,D004392,Disease
N5062,latvia,D007844,Other
N5063,russia,D012426,Other
N5064,siberia,D012800,Other
N5065,sciatica,D012585,Disease
N5066,glottis,D005931,Anatomy
N5067,sodium salicylate,D012980,Chemical
N5068,hydrostatic pressure,D006874,Biological_Process
N5069,granulation tissue,D006097,Anatomy
N5070,surgical mesh,D013526,Technique
N5071,umbilical veins,D014471,Anatomy
N5072,"dna, neoplasm",D004273,Chemical
N5073,mesenchymoma,D008637,Disease
N5074,pulmonary subvalvular stenosis,D011662,Disease
N5075,aneuploidy,D000782,Disease
N5076,histocompatibility,D006648,Biological_Process
N5077,transfer factor,D014165,Chemical
N5078,arthus reaction,D001183,Disease
N5079,snakes,D012911,Other
N5080,venoms,D014688,Anatomy
N5081,acne vulgaris,D000152,Disease
N5082,anabolic agents,D045930,Chemical
N5083,sports medicine,D013178,Other
N5084,microchemistry,D008832,Technique
N5085,uronic acids,D014574,Chemical
N5086,cesium radioisotopes,D002588,Chemical
N5087,nitrogen radioisotopes,D009590,Chemical
N5088,potassium radioisotopes,D011197,Chemical
N5089,thiamine pyrophosphate,D013835,Chemical
N5090,ovalbumin,D010047,Chemical
N5091,leriche syndrome,D007925,Disease
N5092,nicotine,D009538,Chemical
N5093,fluoroscopy,D005471,Technique
N5094,mediastinal cyst,D008476,Disease
N5095,thymoma,D013945,Disease
N5096,albinism,D000417,Disease
N5097,urogenital abnormalities,D014564,Disease
N5098,"5,6-dihydroxytryptamine",D015115,Chemical
N5099,protein deficiency,D011488,Disease
N5100,zea mays,D003313,Other
N5101,lung volume measurements,D008176,Technique
N5102,"plethysmography, whole body",D010993,Technique
N5103,dracunculiasis,D004320,Disease
N5104,trachea,D014132,Anatomy
N5105,"lupus erythematosus, discoid",D008179,Disease
N5106,pyrazoles,D011720,Chemical
N5107,radiographic magnification,D011858,Technique
N5108,cycloheximide,D003513,Chemical
N5109,leucine,D007930,Chemical
N5110,lead,D007854,Chemical
N5111,videotape recording,D014743,Other
N5112,"pregnancy, unwanted",D011275,Biological_Process
N5113,intercellular junctions,D007365,Anatomy
N5114,aza compounds,D001372,Chemical
N5115,desmosterol,D003897,Chemical
N5116,myotonia,D009222,Disease
N5117,hepatolenticular degeneration,D006527,Disease
N5118,"polymorphism, genetic",D011110,Biological_Process
N5119,"education, special",D004519,Other
N5120,united states public health service,D014492,Other
N5121,mastication,D008409,Biological_Process
N5122,plant poisoning,D010939,Disease
N5123,cell wall,D002473,Anatomy
N5124,immune tolerance,D007108,Biological_Process
N5125,peptidoglycan,D010457,Chemical
N5126,pyrogens,D011749,Chemical
N5127,spirillum,D013139,Other
N5128,streptomyces,D013302,Other
N5129,cetrimonium compounds,D002593,Chemical
N5130,hexuronic acids,D006603,Chemical
N5131,mycosis fungoides,D009182,Disease
N5132,"edema, cardiac",D004489,Disease
N5133,"cations, monovalent",D002414,Chemical
N5134,kidney cortex,D007672,Anatomy
N5135,urethane,D014520,Chemical
N5136,splenic diseases,D013158,Disease
N5137,"hernias, diaphragmatic, congenital",D065630,Disease
N5138,portal system,D011168,Anatomy
N5139,cranial sinuses,D003392,Anatomy
N5140,cri-du-chat syndrome,D003410,Disease
N5141,fertility,D005298,Biological_Process
N5142,"foot deformities, congenital",D005532,Disease
N5143,genitalia,D005835,Anatomy
N5144,urinary tract,D014551,Anatomy
N5145,lymphography,D008220,Technique
N5146,ammonium chloride,D000643,Chemical
N5147,manganese,D008345,Chemical
N5148,"radiation injuries, experimental",D011833,Disease
N5149,vitamins,D014815,Chemical
N5150,kaolin,D007616,Chemical
N5151,fluorides,D005459,Chemical
N5152,ploidies,D011003,Biological_Process
N5153,subarachnoid space,D013346,Anatomy
N5154,ankylosis,D000844,Disease
N5155,cartilage diseases,D002357,Disease
N5156,clavicle,D002968,Anatomy
N5157,exostoses,D005096,Disease
N5158,sternoclavicular joint,D013247,Anatomy
N5159,sternum,D013249,Anatomy
N5160,femoral fractures,D005264,Disease
N5161,fracture fixation,D005592,Technique
N5162,haversian system,D006253,Anatomy
N5163,osteotomy,D010027,Technique
N5164,radius fractures,D011885,Disease
N5165,ulna,D014457,Anatomy
N5166,dengue,D003715,Disease
N5167,muscle development,D024510,Biological_Process
N5168,hypoxanthines,D007042,Chemical
N5169,cat diseases,D002371,Disease
N5170,platelet factor 3,D010977,Chemical
N5171,hemoglobinometry,D006452,Technique
N5172,atropine derivatives,D001286,Chemical
N5173,ipratropium,D009241,Chemical
N5174,"granuloma, giant cell",D006101,Disease
N5175,moloney murine leukemia virus,D008979,Other
N5176,feces,D005243,Anatomy
N5177,batroxobin,D012103,Chemical
N5178,bony callus,D002146,Anatomy
N5179,fluorine,D005461,Chemical
N5180,mucopolysaccharidosis i,D008059,Disease
N5181,palate,D010159,Anatomy
N5182,"wounds, penetrating",D014950,Disease
N5183,mucus,D009093,Anatomy
N5184,paranasal sinus neoplasms,D010255,Disease
N5185,paranasal sinuses,D010256,Anatomy
N5186,hydroxylation,D006900,Biological_Process
N5187,history of medicine,D006666,Other
N5188,dihydrotestosterone,D013196,Chemical
N5189,gonadal steroid hormones,D012739,Chemical
N5190,hydroxyprogesterones,D006908,Chemical
N5191,myocardial depressant factor,D009201,Chemical
N5192,actins,D000199,Chemical
N5193,organ culture techniques,D009924,Technique
N5194,cytogenetics,D003582,Other
N5195,photofluorography,D010779,Technique
N5196,"labor stage, first",D007747,Biological_Process
N5197,alcuronium,D000443,Chemical
N5198,gallamine triethiodide,D005703,Chemical
N5199,neuromuscular blocking agents,D009466,Chemical
N5200,neuromuscular junction,D009469,Anatomy
N5201,neuromuscular nondepolarizing agents,D003473,Chemical
N5202,nictitating membrane,D009541,Anatomy
N5203,pancuronium,D010197,Chemical
N5204,tropomyosin,D014335,Chemical
N5205,electrokymography,D004571,Technique
N5206,bronchopulmonary sequestration,D001998,Disease
N5207,isotopes,D007554,Chemical
N5208,dirofilariasis,D004184,Disease
N5209,leukocytosis,D007964,Disease
N5210,"calcification, physiologic",D002113,Biological_Process
N5211,tetany,D013746,Disease
N5212,gynecomastia,D006177,Disease
N5213,musculoskeletal abnormalities,D009139,Disease
N5214,pyloric stenosis,D011707,Disease
N5215,hydrogen,D006859,Chemical
N5216,barium sulfate,D001466,Chemical
N5217,palmitates,D010168,Chemical
N5218,vulvar neoplasms,D014846,Disease
N5219,bender-gestalt test,D001538,Other
N5220,"psychoses, alcoholic",D011604,Disease
N5221,trail making test,D014145,Other
N5222,wechsler scales,D014888,Other
N5223,esters,D004952,Chemical
N5224,wool,D014935,Anatomy
N5225,ceruloplasmin,D002570,Chemical
N5226,protein-losing enteropathies,D011504,Disease
N5227,papilledema,D010211,Disease
N5228,"history, 19th century",D049672,Other
N5229,alloxan,D000496,Chemical
N5230,vinyl compounds,D014753,Chemical
N5231,femoral nerve,D005267,Anatomy
N5232,glossopharyngeal nerve,D005930,Anatomy
N5233,phrenic nerve,D010791,Anatomy
N5234,ortho-aminobenzoates,D062367,Chemical
N5235,agonistic behavior,D000378,Other
N5236,rodentia,D012377,Other
N5237,social isolation,D012934,Other
N5238,"crosses, genetic",D003433,Technique
N5239,carboxy-lyases,D002262,Chemical
N5240,ornithine decarboxylase,D009955,Chemical
N5241,putrescine,D011700,Chemical
N5242,spermidine,D013095,Chemical
N5243,subcellular fractions,D013347,Anatomy
N5244,"diagnostic techniques, surgical",D003949,Technique
N5245,amphetamines,D000662,Chemical
N5246,oxidative phosphorylation,D010085,Biological_Process
N5247,track and field,D014142,Other
N5248,cloxacillin,D003023,Chemical
N5249,tetrabenazine,D013747,Chemical
N5250,oligodendroglia,D009836,Anatomy
N5251,papillomaviridae,D027383,Other
N5252,polyomaviridae,D027382,Other
N5253,cresols,D003408,Chemical
N5254,dibucaine,D003992,Chemical
N5255,fissure in ano,D005401,Disease
N5256,pruritus ani,D011538,Disease
N5257,suppositories,D013488,Chemical
N5258,cinnarizine,D002936,Chemical
N5259,zoxazolamine,D015049,Chemical
N5260,bcg vaccine,D001500,Chemical
N5261,macrophage migration-inhibitory factors,D008263,Chemical
N5262,aminobutyrates,D000613,Chemical
N5263,tourette syndrome,D005879,Disease
N5264,gamma-aminobutyric acid,D005680,Chemical
N5265,fenclonine,D010134,Chemical
N5266,hydroxyindoleacetic acid,D006897,Chemical
N5267,probenecid,D011339,Chemical
N5268,surgical instruments,D013525,Technique
N5269,oxyfedrine,D010099,Chemical
N5270,"legislation, medical",D007883,Other
N5271,antilymphocyte serum,D000961,Anatomy
N5272,"rats, inbred f344",D011916,Other
N5273,skin transplantation,D016038,Technique
N5274,"transplantation, isogeneic",D014185,Technique
N5275,"dermatitis, occupational",D009783,Disease
N5276,chondroitin sulfates,D002809,Chemical
N5277,hexosamines,D006595,Chemical
N5278,situs inversus,D012857,Disease
N5279,lung abscess,D008169,Disease
N5280,"wounds, nonpenetrating",D014949,Disease
N5281,xeroradiography,D014986,Technique
N5282,ear neoplasms,D004428,Disease
N5283,myelitis,D009187,Disease
N5284,jurisprudence,D007603,Other
N5285,workers' compensation,D014942,Other
N5286,glucosephosphate dehydrogenase deficiency,D005955,Disease
N5287,esophageal cyst,D004934,Disease
N5288,"tampons, surgical",D013630,Technique
N5289,azides,D001386,Chemical
N5290,dextropropoxyphene,D011431,Chemical
N5291,heroin dependence,D006556,Disease
